id_bien,no_voie,type_voie,voie,b_t_q,type_bien,nb_piece,surface,id_commune
26092,16,RUE,MARTIN LUTHER KING,,Appartement,4,78,49007
26093,34,SQ,CHRISTINE BRISSET,,Appartement,2,37,49007
26094,28,RUE,DES VIEUX GRENIERS,,Appartement,1,32,49099
26095,36,RUE,DACIER,B,Appartement,2,61,49328
26096,9,RUE,GAMBETTA,,Appartement,2,52,49331
26097,6,IMP,LEVEEL,,Appartement,5,124,50129
26098,37,RUE,GRANDE VALLEE - CHERBOURG,,Appartement,3,81,50129
26099,86,AV,DE SAINTE MENEHOULD,,Appartement,3,54,51108
26100,1,RUE,CHANZY,,Appartement,2,40,51108
26101,69,BD,HIPPOLYTE FAURE,,Appartement,2,50,51108
26102,16,RUE,COMMANDANT ARNAUD,,Appartement,3,71,51454
26103,3,RUE,D ENFER,,Appartement,3,90,51649
26104,9,RUE,JEANNE D ARC,,Appartement,3,110,52121
26105,1,RES,LE CORBUSIER,,Appartement,1,21,54099
26106,60,RUE,DU GENERAL LECLERC,,Appartement,1,28,54150
26107,6,RUE,DU MARECHAL DE BEAUVAU,B,Appartement,4,97,54252
26108,132,RUE,DE PARIS,,Appartement,4,86,54261
26109,25,RUE,DE METZ,,Appartement,1,28,54395
26110,41,RUE,DE SAURUPT,,Appartement,1,30,54395
26111,8,RUE,DOCTEUR BERNHEIM,,Appartement,2,42,54395
26112,34,RUE,SAINT JEAN,,Appartement,3,76,54395
26113,23,AV,FOCH,,Appartement,5,113,54395
26114,234,AV,DE BOUFFLERS,,Maison,5,107,54395
26115,17,RUE,JEAN JAURES,,Appartement,4,87,54432
26116,17,RUE,JULES FERRY,,Appartement,5,74,54526
26117,12,PL,DU MARCHE,,Appartement,3,95,54528
26118,69,RUE,PIERRE ET MARIE CURIE,,Appartement,2,40,54547
26119,1,RUE,GENERAL DE CASTELNAU,,Appartement,2,35,54578
26120,8324,CHE,DE PORT BAGHEU,,Appartement,1,22,56034
26121,190,AV,DES DRUIDES,,Appartement,2,35,56034
26122,31,BD,CHARLES DE GAULLE,,Appartement,2,42,56055
26123,4,IMP,DE VENEAC,,Appartement,2,47,56094
26124,41,RUE,PROFESSEUR PERRIN,,Appartement,3,40,56121
26125,23,AV,JEAN JAURES,,Appartement,2,43,56121
26126,54,RUE,DE BELGIQUE,,Appartement,2,94,56121
26127,5780,RES,LES HAMEAUX DU DOLMEN,,Appartement,2,30,56168
26128,5,RUE,DE LA POINTE,,Appartement,3,70,56181
26129,3,CHEM,MONT DE BONDUES,,Maison,5,143,59090
26130,6,RES,FLANDRE,,Appartement,3,98,59163
26131,1,RUE,MAURICE SCHUMANN,,Appartement,2,57,59220
26132,14,RUE,DE LILLE,,Appartement,3,74,59279
26133,7,RUE,LADRIERE,,Appartement,4,81,59350
26134,202,RUE,COLBERT,,Appartement,2,36,59350
26135,69,RUE,DE WAZEMMES,,Appartement,2,60,59350
26136,18,RUE,VICTOR DURUY,,Appartement,1,31,59350
26137,26,RUE,GANTOIS,,Appartement,1,12,59350
26138,108,AV,DU PEUPLE BELGE,,Appartement,2,46,59350
26139,9001,RES,ARAGO,,Appartement,1,27,59360
26140,147,RUE,DU DOCTEUR CALMETTE,,Appartement,4,170,59360
26141,2,RUE,DE FLANDRE,,Appartement,2,50,59368
26142,31,PL,LISFRANC CROISE LAROCHE,,Appartement,3,72,59378
26143,107,RUE,ROGER SALENGRO,,Appartement,3,54,59507
26144,71,RUE,DU BAS LIEVIN,,Appartement,2,50,59507
26145,39,RUE,CLAUDE LORRAIN,,Appartement,4,132,59512
26146,51,RUE,WILSON,,Maison,5,116,59574
26147,49,RUE,DE LA CLOCHE,,Appartement,4,85,59599
26148,87,RUE,DE LILLE,,Appartement,5,100,59599
26149,86,RUE,DE FAMARS,,Appartement,3,75,59606
26150,69,RUE,DU MARQUIS RES FLANDRES,,Appartement,2,49,59606
26151,1,RUE,DE BEARN,,Appartement,4,76,60057
26152,9,AV,DE BOURGOGNE,,Appartement,3,61,60057
26153,8,RUE,DES JARDINS,,Appartement,3,69,60141
26154,5,RUE,DUGAY DU FAY,,Appartement,3,57,60157
26155,29,RUE,DES DOMELIERS,,Maison,4,98,60159
26156,19,RUE,GUY DE MAUPASSANT,,Appartement,3,51,60175
26157,55,RUE,HENRI LAROCHE,J,Maison,5,115,60176
26158,63,AV,DE SENLIS,,Appartement,4,64,60176
26159,472,RUE,CHARLES LADAME,,Appartement,2,38,60325
26160,13,RUE,DU PUITS BRAY,,Appartement,3,69,60346
26161,167,RUE,DU 8 MAI 1945,,Appartement,4,88,60382
26162,20,RUE,DE LA DUCHESSE DE CHARTRES,,Appartement,2,40,60695
26163,12,AV,DU PRESIDENT WILSON,,Appartement,2,42,61001
26164,7,RUE,DE L EUROPE RES FLEGARDS,,Appartement,2,47,62040
26165,17,PL,QUINCAILLE,,Appartement,2,33,62041
26166,32,RUE,DE TURENNE,,Appartement,1,25,62041
26167,27,RUE,DU 14 JUILLET,,Appartement,1,24,62498
26168,5359,,CHASTREIX SANCY,,Appartement,1,32,63098
26169,65,AV,DE BIARRITZ,,Appartement,3,68,64024
26170,18,RTE,DE MAIGNON,,Appartement,2,34,64024
26171,55,RUE,GENSEMIN,,Appartement,4,66,64129
26172,9002,RUE,DU LYS,,Appartement,1,33,64129
26173,60,RUE,DU LACAOU,,Appartement,3,54,64129
26174,9018,RUE,DES CHASSEURS,,Maison,4,102,64445
26175,38,AV,DU GENERAL LECLERC,,Appartement,4,68,64445
26176,52,BD,CHAMPETIER DE RIBES,,Appartement,1,22,64445
26177,82,BD,D ALSACE LORRAINE,,Appartement,4,67,64445
26178,94,BD,D ALSACE LORRAINE,,Appartement,2,56,64445
26179,21,RUE,PALASSOU,,Appartement,3,69,64445
26180,7,RUE,JEAN JOVE,,Appartement,1,29,64445
26181,4,AV,SAN CARLOS,,Appartement,4,78,64445
26182,5,RUE,DE L ABBE LUDOVIC GAURIER,,Appartement,3,77,64445
26183,391,BD,DU CAMI SALIE,,Appartement,3,84,64445
26184,2,RUE,DE LONGCHAMP,,Maison,4,68,64445
26185,2,RUE,DU VIEUX BOURG,,Appartement,3,40,64467
26186,27,CHE,DE L ENSOUREYADO,,Maison,4,95,64511
26187,3,CAMI,DEL CARGOL,,Appartement,4,67,66082
26188,2,RUE,LEFEBVRE,,Appartement,4,91,69003
26189,9146,AV,DU PORT,,Maison,4,108,69019
26190,149,PL,BERNIGAL GUILLERMIN,,Appartement,4,92,69024
26191,44,RUE,DE LA TUILERIE,,Maison,5,92,69027
26192,114,RTE,DE STRASBOURG,,Appartement,1,31,69034
26193,43,RUE,PASTEUR,B,Appartement,4,68,69034
26194,24,RUE,DE BASSENON,,Appartement,2,48,69064
26195,35,RUE,CENTRALE,,Appartement,2,40,69069
26196,5,RUE,DE LA CHAPELLE DE BEL AIR,,Appartement,5,104,69089
26197,5,RUE,STALINGRAD,,Appartement,4,63,69152
26198,31,RUE,JOSEPH RICARD,,Appartement,4,104,69202
26199,5,RUE,FRANCOIS MERMET,,Appartement,4,65,69244
26200,28,CHE,DU VIEUX MOULIN,,Appartement,4,90,69244
26201,78,RUE,DE LA CROIX FLEURIE,,Appartement,2,42,69264
26202,23,RUE,DE PRONY,,Appartement,2,47,69264
26203,181,RUE,PAUL BERT,,Appartement,3,65,69264
26204,173,RUE,ANATOLE FRANCE,,Appartement,4,67,69266
26205,75,RUE,DU HUIT MAI 1945,,Appartement,3,60,69266
26206,21,RUE,LOUIS BRAILLE,,Appartement,3,56,69266
26207,120,AV,JEAN JAURES,,Appartement,3,57,69275
26208,47,RUE,PAUL ARCIS,,Appartement,4,77,69282
26209,30,QUAI,ST VINCENT,,Appartement,1,26,69381
26210,13,RUE,STE CATHERINE,,Appartement,2,59,69381
26211,34,RUE,BURDEAU,,Appartement,3,148,69381
26212,35,RUE,PAUL CHENAVARD,,Appartement,1,19,69381
26213,6,PL,DES JACOBINS,,Appartement,3,113,69382
26214,27,RUE,ANTOINE DELANDINE,,Appartement,2,45,69382
26215,66,RUE,CHAPONNAY,,Appartement,1,24,69383
26216,19,RUE,LOUISE,,Appartement,3,73,69383
26217,153,RUE,BARABAN,,Appartement,2,45,69383
26218,15,QUAI,JOSEPH GILLET,,Appartement,5,117,69384
26219,32,RUE,HENRI GORJUS,,Appartement,3,82,69384
26220,17,CRS,D HERBOUVILLE,B,Appartement,4,88,69384
26221,14,RUE,DES FARGES,,Appartement,4,117,69385
26222,14,RUE,DES NOYERS,,Appartement,3,75,69385
26223,104,RUE,DUGUESCLIN,,Appartement,6,124,69386
26224,25,RUE,CAP ROBERT CLUZAN,,Appartement,2,51,69387
26225,11,RUE,GUSTAVE NADAUD,,Appartement,1,30,69387
26226,8,RUE,ST MAURICE,,Appartement,2,32,69388
26227,14,RUE,CHARLES PORCHER,,Appartement,3,66,69389
26228,259,RUE,DES ERABLES,B,Appartement,1,45,69389
26229,15,RUE,MARIETTON,,Appartement,4,94,69389
26230,42,RUE,DU BOURBONNAIS,,Appartement,3,73,69389
26231,12,RUE,SAINT GEORGES,,Appartement,2,31,71076
26232,2,RUE,DE MAZENAY,,Appartement,3,77,71153
26233,5,RUE,EUGENE POTTIER,,Appartement,4,87,71306
26234,5681,,IMM LES ASTERS,,Appartement,1,20,73257
26235,92,PL,DE L HOTEL DE VILLE,,Appartement,3,76,74042
26236,115,CHE,RENE PAYOT,,Appartement,2,40,74056
26237,115,RTE,DE SAINT GERVAIS,,Appartement,2,60,74085
26238,,,LA CREUSE NORD,,Appartement,3,67,74104
26239,50,RUE,DE L AIGUILLE VERTE,,Appartement,1,52,74143
26240,400,RTE,DE LA MOLLAZ,,Appartement,1,22,74236
26241,1077,RTE,DE CHEVALY,,Appartement,2,57,74276
26242,62,RUE,JEAN JACQUES ROUSSEAU,,Appartement,3,131,75101
26243,46,RUE,VIVIENNE,,Appartement,2,50,75102
26244,17,RUE,DES PETITS CARREAUX,,Appartement,4,86,75102
26245,11,RUE,DES PETITS CARREAUX,,Appartement,3,61,75102
26246,90,RUE,DE CLERY,,Appartement,1,13,75102
26247,141,BD,DE SEBASTOPOL,,Appartement,3,73,75102
26248,141,BD,DE SEBASTOPOL,,Appartement,3,60,75102
26249,214,RUE,SAINT DENIS,,Appartement,1,16,75102
26250,37,BD,SAINT MARTIN,,Appartement,2,37,75103
26251,74,RUE,DE TURENNE,,Appartement,2,38,75103
26252,5,RUE,MARCHE DES BLANCS MANTEAUX,,Appartement,1,43,75104
26253,10,RUE,DE SEVIGNE,,Appartement,10,11,75104
26254,14,BD,MORLAND,,Appartement,1,25,75104
26255,14,RUE,DE L ABBE DE L EPEE,,Appartement,5,94,75105
26256,72,RUE,MAZARINE,,Appartement,2,36,75106
26257,113,RUE,DE RENNES,,Appartement,3,50,75106
26258,75,RUE,DE GRENELLE,,Appartement,7,154,75107
26259,59,QUAI,BRANLY,,Appartement,2,27,75107
26260,73,RUE,JEAN BAPTISTE PIGALLE,,Appartement,1,18,75109
26261,44,RUE,SAINT GEORGES,,Appartement,1,19,75109
26262,20,RUE,JEAN BAPTISTE PIGALLE,,Appartement,1,26,75109
26263,37,RUE,GODOT DE MAUROY,,Appartement,1,15,75109
26264,25,RUE,TAITBOUT,,Appartement,2,52,75109
26265,103,RUE,DU FBG SAINT DENIS,,Appartement,1,20,75110
26266,79,RUE,DU FBG SAINT DENIS,,Appartement,1,10,75110
26267,44,RUE,DES VINAIGRIERS,,Appartement,3,55,75110
26268,32,RUE,DES VINAIGRIERS,,Appartement,1,12,75110
26269,24,RUE,BUISSON ST LOUIS,,Appartement,2,22,75110
26270,75,BD,DE LA VILLETTE,,Appartement,1,11,75110
26271,3,RUE,ALEXANDRE PARODI,,Appartement,2,29,75110
26272,214,RUE,DU FBG ST MARTIN,,Appartement,2,49,75110
26273,26,BD,JULES FERRY,,Appartement,3,54,75111
26274,50,RUE,DE LA FONTAINE AU ROI,,Appartement,1,18,75111
26275,5,RUE,DURANTI,,Appartement,3,62,75111
26276,128,RUE,DU CHEMIN VERT,,Appartement,2,23,75111
26277,5,PAS,BULLOURDE,,Appartement,1,24,75111
26278,30,RUE,SEDAINE,,Appartement,2,28,75111
26279,90,RUE,DE MONTREUIL,B,Appartement,3,46,75111
26280,17,PL,DE LA NATION,,Appartement,3,46,75111
26281,45,AV,DU DOC ARNOLD NETTER,,Appartement,4,110,75112
26282,38,BD,DE PICPUS,,Appartement,1,31,75112
26283,113,AV,DU GAL MICHEL BIZOT,,Appartement,3,45,75112
26284,84,AV,DU GAL MICHEL BIZOT,,Appartement,1,25,75112
26285,13,RUE,DU COLONEL OUDOT,,Appartement,1,31,75112
26286,126,RUE,DE PICPUS,,Appartement,3,69,75112
26287,4,RUE,DE TAHITI,,Appartement,1,33,75112
26288,34,RUE,DE PICPUS,,Appartement,2,58,75112
26289,111,RUE,DE REUILLY,,Appartement,2,45,75112
26290,296,RUE,DE CHARENTON,,Appartement,2,54,75112
26291,172,RUE,DU FBG ST ANTOINE,B,Appartement,1,24,75112
26292,37,RUE,JONQUOY,,Appartement,2,50,75114
26293,366,RUE,DE VAUGIRARD,,Appartement,1,17,75115
26294,283,RUE,LECOURBE,C,Appartement,2,55,75115
26295,8,RUE,LERICHE,,Appartement,1,27,75115
26296,97,RUE,DE L ABBE GROULT,,Appartement,3,61,75115
26297,102,RUE,CAMBRONNE,,Appartement,1,11,75115
26298,155,RUE,DE VAUGIRARD,,Appartement,2,33,75115
26299,106,RUE,DE SEVRES,,Appartement,1,23,75115
26300,11,VLA,DE LA CROIX NIVERT,,Appartement,1,25,75115
26301,11,RUE,DU GAL DE LARMINAT,,Appartement,3,65,75115
26302,32,RUE,DU THEATRE,,Appartement,2,49,75115
26303,59,RUE,DES ENTREPRENEURS,,Appartement,1,26,75115
26304,10,IMP,DE L EGLISE,,Appartement,1,10,75115
26305,44,RUE,DURANTON,,Appartement,1,22,75115
26306,35,AV,THEOPHILE GAUTIER,,Appartement,3,70,75116
26307,18,AV,DE VERSAILLES,,Appartement,2,55,75116
26308,4,AV,DE LAMBALLE,,Appartement,2,75,75116
26309,43,RUE,DE BOULAINVILLIERS,,Appartement,3,60,75116
26310,8,RUE,DE L ASSOMPTION,,Appartement,3,50,75116
26311,57,RUE,DE LA POMPE,,Appartement,2,40,75116
26312,131,AV,DE MALAKOFF,,Appartement,5,186,75116
26313,22,RUE,SAINT FERDINAND,,Appartement,4,120,75117
26314,12,RUE,DENIS POISSON,,Appartement,5,96,75117
26315,41,AV,DES TERNES,,Appartement,2,26,75117
26316,51,BD,GOUVION ST CYR,,Appartement,3,62,75117
26317,42,BD,GOUVION ST CYR,,Appartement,1,21,75117
26318,97,AV,DE VILLIERS,,Appartement,1,64,75117
26319,11,RUE,AMPERE,B,Appartement,5,109,75117
26320,142,RUE,DE COURCELLES,,Appartement,4,80,75117
26321,55,BD,PEREIRE,B,Appartement,5,124,75117
26322,22,RUE,JOUFFROY D'ABBANS,B,Appartement,6,156,75117
26323,2,RUE,DULONG,,Appartement,2,45,75117
26324,13,RUE,LA CONDAMINE,,Appartement,3,51,75117
26325,2,RUE,LECHAPELAIS,,Appartement,2,62,75117
26326,5,RUE,LEMERCIER,,Appartement,2,40,75117
26327,29,RUE,TRUFFAUT,,Appartement,3,55,75117
26328,45,RUE,BOURSAULT,,Appartement,1,24,75117
26329,69,RUE,BOURSAULT,,Appartement,2,32,75117
26330,3,PL,CHARLES FILLION,,Appartement,6,145,75117
26331,51,RUE,SAUFFROY,,Appartement,2,32,75117
26332,40,RUE,LEMERCIER,,Appartement,3,65,75117
26333,124,RUE,LEGENDRE,,Appartement,3,51,75117
26334,11,RUE,DE LA JONQUIERE,,Appartement,2,38,75117
26335,15,RUE,LANTIEZ,,Appartement,5,110,75117
26336,10,RUE,JACQUES KELLNER,B,Appartement,2,44,75117
26337,59,RUE,EUGENE CARRIERE,,Appartement,1,29,75118
26338,72,AV,DE SAINT OUEN,,Appartement,5,87,75118
26339,4,RUE,ETIENNE JODELLE,,Appartement,2,30,75118
26340,11,RUE,CAPRON,,Appartement,2,22,75118
26341,16,PL,DE CLICHY,,Appartement,3,35,75118
26342,138,RUE,MARCADET,,Appartement,2,46,75118
26343,96,RUE,DU POTEAU,,Appartement,3,58,75118
26344,24,RUE,LETORT,,Appartement,2,63,75118
26345,1,RUE,VERSIGNY,,Appartement,2,28,75118
26346,14,RUE,LAPEYRERE,,Appartement,3,64,75118
26347,99,RUE,ORDENER,,Appartement,2,31,75118
26348,19,BD,BARBES,,Appartement,2,50,75118
26349,4,RUE,DE LA MARTINIQUE,,Appartement,1,27,75118
26350,12,RUE,RIQUET,,Appartement,2,60,75119
26351,35,RUE,DE MEAUX,,Appartement,2,43,75119
26352,11,RUE,EURYALE DEHAYNIN,,Appartement,3,60,75119
26353,145,AV,JEAN JAURES,,Appartement,2,41,75119
26354,30,RUE,CLAVEL,,Appartement,3,50,75119
26355,17,RUE,DE LA VILLETTE,,Appartement,1,16,75119
26356,16,RUE,DE L EQUERRE,,Appartement,1,18,75119
26357,113,RUE,DE CRIMEE,,Appartement,1,23,75119
26358,27,AV,DE LAUMIERE,,Appartement,3,51,75119
26359,129,AV,SIMON BOLIVAR,,Appartement,3,40,75119
26360,25,RUE,ETIENNE DOLET,,Appartement,2,47,75120
26361,154,RUE,PELLEPORT,,Appartement,3,39,75120
26362,23,RUE,DU BORREGO,,Appartement,2,38,75120
26363,14,RUE,DES LYANES,,Appartement,3,94,75120
26364,68,RUE,PELLEPORT,,Appartement,2,39,75120
26365,17,RUE,ALPHONSE PENAUD,,Appartement,1,15,75120
26366,86,RUE,DE MENILMONTANT,,Appartement,2,38,75120
26367,33,RUE,DES PANOYAUX,,Appartement,1,24,75120
26368,19,RUE,D ANNAM,,Appartement,2,45,75120
26369,49,RUE,PLANCHAT,B,Appartement,4,95,75120
26370,9,RUE,COURAT,,Appartement,2,32,75120
26371,130,RUE,DE BAGNOLET,,Appartement,3,61,75120
26372,92,RUE,DES MARAICHERS,,Appartement,3,45,75120
26373,78,RUE,DE BUZENVAL,,Appartement,3,62,75120
26374,195,RUE,ROBERT SURCOUF,,Appartement,4,78,76259
26375,42,RUE,LEON DEGENETAIS,,Appartement,5,75,76259
26376,173,RUE,ANITA CONTI,,Appartement,3,54,76259
26377,12,RUE,AUGUSTE DOLLFUS,,Appartement,3,71,76351
26378,74,RUE,FRANCOIS MAZELINE,,Appartement,3,67,76351
26379,106,RUE,D ESTIMAUVILLE,,Appartement,2,47,76351
26380,80,AV,FOCH,,Appartement,3,76,76351
26381,80,AV,FOCH,,Appartement,3,97,76351
26382,60,RUE,GEN SARRAIL,,Appartement,1,21,76351
26383,57,RUE,DE PRESSENSE,,Appartement,3,57,76351
26384,7,RUE,DU MOULIN ENRAGE,,Appartement,1,30,76384
26385,5001,,MANIQUERVILLE,,Appartement,2,46,76406
26386,2,SQ,GABRIEL FAURE,,Appartement,3,79,76429
26387,,RUE,DU TRONQUET,,Appartement,3,63,76451
26388,9001,RUE,PIERRE CURIE,,Appartement,4,66,76498
26389,2,PL,DES BERGERIES,,Appartement,1,36,77053
26390,2,RUE,JAMES DE ROTHSCHILD,,Appartement,3,57,77058
26391,12,ALL,DES GLYCINES,,Maison,4,74,77067
26392,2,ALL,JULES GUESDE,,Appartement,4,80,77083
26393,18,RUE,DE PARIS,A,Maison,5,150,77083
26394,139,ALL,DU PRE MALLARD,,Appartement,2,48,77085
26395,13,RUE,DE LA LIBERTE,,Appartement,3,50,77108
26396,39,RUE,RAYMOND COUNIL,,Appartement,3,49,77108
26397,57,AV,MICHEL CHARTIER,,Appartement,2,46,77121
26398,55,RUE,BEL OMBRE,,Appartement,3,64,77152
26399,571,AV,JEAN JAURES,,Appartement,2,45,77152
26400,735,RUE,MARC CHAGALL,,Maison,5,88,77152
26401,593,RUE,DU BAS MOULIN,,Appartement,1,36,77152
26402,8,AV,DU MARECHAL LECLERC,,Appartement,2,30,77153
26403,2,ALL,DU TEMPS QUI PASSE,,Appartement,5,92,77169
26404,2,RUE,DES HORTENSIAS,,Appartement,2,43,77181
26405,41,RUE,ARISTIDE BRIAND,,Appartement,2,45,77186
26406,152,RUE,GRANDE,,Appartement,3,86,77186
26407,43,RUE,JEAN JAURES,,Maison,3,82,77284
26408,7,RUE,GASTON MONNERVILLE,,Appartement,2,37,77284
26409,20,RUE,DES FABRIQUES,,Appartement,3,78,77288
26410,11,RUE,DE BRUXELLES,,Appartement,4,93,77307
26411,2,ALL,FREDEGONDE,,Appartement,2,51,77316
26412,2,AV,DU GENERAL DE GAULLE,,Appartement,3,73,77350
26413,3,RUE,DE LAGNY,,Appartement,3,52,77363
26414,6,ALL,PAUL ELUARD,,Maison,5,87,77373
26415,82,IMP,DES TILLEULS,,Maison,4,83,77373
26416,2,RUE,BOISSONNADE,,Maison,6,136,77373
26417,18,AV,DE MULHOUSE,,Maison,4,86,77390
26418,920,AV,PIERRE MENDES FRANCE,,Appartement,3,63,77445
26419,43,AV,DU CLOCHER,,Appartement,3,75,77445
26420,3,ALL,DE LA CARAVELLE,,Appartement,4,83,77468
26421,21,RUE,SADI CARNOT,,Appartement,3,58,77513
26422,9,RUE,SADI CARNOT,,Appartement,3,63,77513
26423,12,AV,BALZAC,,Appartement,1,30,77514
26424,31,AV,DE STALINGRAD,,Appartement,4,70,78005
26425,5,RUE,DU PLEYON,,Appartement,1,23,78015
26426,32,SQ,DES MARRONNIERS,,Appartement,1,25,78043
26427,123,RUE,DE LA REINE BLANCHE,,Appartement,2,42,78123
26428,3,RUE,ERIC TABARLY,,Appartement,3,67,78124
26429,2,RUE,DU GEN LECLERC,,Appartement,4,78,78138
26430,8,PL,DU GEN DE GAULLE,,Appartement,2,50,78146
26431,137,RUE,DES LANDES,,Appartement,1,30,78146
26432,7,RUE,DES ERABLES,,Appartement,5,120,78158
26433,75,RES,ARISTIDE BRIAND,,Appartement,4,69,78172
26434,13,ALL,DU CLOS DE LA CROIX,,Appartement,6,177,78190
26435,81,RUE,EUGENE LABICHE,,Appartement,2,51,78190
26436,15,ALL,DU CHANCELIER SEGUIER,,Appartement,3,65,78224
26437,8,RUE,CESAR FRANCK,,Appartement,3,56,78242
26438,1,AV,JEAN LURCAT,,Appartement,4,80,78242
26439,3,RUE,MARGUERITE BERVOETS,,Appartement,5,99,78297
26440,26,RUE,GAMBETTA,,Appartement,4,81,78311
26441,80,PL,ANDRE MALRAUX,,Appartement,1,19,78311
26442,21,RUE,EDISON,,Maison,3,54,78311
26443,13,RUE,DU MARECHAL FOCH,,Appartement,3,69,78358
26444,1,RUE,DE LA TOUR GRISE,,Appartement,2,39,78361
26445,4,RUE,SERGE NOYER,,Appartement,4,69,78361
26446,108,RTE,DE L ETANG LA VILLE,,Appartement,4,96,78367
26447,3,CHE,DES MURS DE GRANDCHAMP,,Appartement,3,67,78372
26448,4,RUE,DE MARLOW,,Appartement,4,89,78372
26449,15,RUE,ST VINCENT,,Maison,3,67,78380
26450,1,RLE,DES DEGRES,,Appartement,1,26,78401
26451,27,QUAI,DE L ARQUEBUSE,,Appartement,3,56,78401
26452,7,RUE,DE LA SOURDERIE,,Appartement,3,67,78423
26453,1,RUE,DES TRITONS,,Appartement,1,23,78423
26454,25,ALL,DES PRES DU HAUT,,Maison,4,78,78466
26455,17,SQ,DES PERRAYADES,,Appartement,2,50,78486
26456,92,RUE,DE VILLIERS,,Appartement,3,71,78498
26457,13,RUE,DES SORBIERS,,Appartement,3,62,78498
26458,7,RUE,ROBERT DESNOS,,Appartement,4,77,78545
26459,101,AV,PIERRE CURIE,B,Appartement,2,53,78545
26460,6,RUE,BOUFFLERS,,Appartement,4,67,78551
26461,107,AV,DU GENERAL DE GAULLE,,Appartement,2,50,78586
26462,7,RUE,D ALSACE,,Appartement,3,52,78586
26463,1,RUE,DU MOULIN,,Maison,3,60,78591
26464,13,GR,GR GRANDE RUE DE VERNEUIL,,Appartement,3,64,78643
26465,15,RUE,DU MAL FOCH,,Appartement,2,34,78646
26466,32,PROM,MONA LISA,,Appartement,3,67,78646
26467,17,RUE,DU PONT COLBERT,T,Appartement,4,66,78646
26468,6,RUE,ALEXANDRE BONTEMPS,,Appartement,1,46,78646
26469,4,RUE,VILLEBOIS MAREUIL,,Appartement,4,67,78650
26470,8,SQ,CROZATIER,,Appartement,3,84,78674
26471,9001,CLOS,SAINT VIGOR,,Appartement,4,65,78686
26472,26,RUE,DU PETIT BANC,,Appartement,1,41,79191
26473,78,RUE,JEAN JAURES,,Appartement,4,72,79202
26474,27,RUE,LEDIEN,,Appartement,2,47,80001
26475,42,RUE,DES ILLIEUX,,Appartement,1,28,80016
26476,95,RUE,JEANNE D ARC,,Appartement,1,28,80021
26477,46,RUE,DE METZ,,Appartement,1,18,81065
26478,3,PL,ALEXANDRE 1ER,,Appartement,4,91,82121
26479,1065,BD,DE L ESCOURCHE,,Appartement,1,22,83009
26480,6112,,LES CAMPS DE BARJOLS,,Appartement,4,57,83012
26481,28,RUE,PORTALIS,,Appartement,3,50,83016
26482,330,AV,DE LA MER,,Appartement,1,18,83019
26483,5107,TRA,GLACIERE,,Appartement,2,45,83026
26484,18,RUE,JEAN JAURES,,Appartement,6,100,83043
26485,54,BD,DE LA LIBERTE,,Appartement,2,45,83050
26486,17,RUE,DE LA CONDAMINE,,Maison,3,58,83054
26487,9100,RES,L ALICASTRE LES PRES,,Appartement,1,28,83070
26488,5,RUE,JOSEPH LAURE,,Appartement,3,63,83071
26489,9001,,GRP SANTA CRUZ L ESPERANCE,,Appartement,4,72,83098
26490,105,RUE,NOEL JEAN,,Appartement,2,46,83099
26491,1,AV,DU PORT,,Appartement,1,31,83112
26492,152,RUE,GUY MOCQUET,,Appartement,2,71,83123
26493,12,AV,DOCTEUR MAZEN,,Appartement,2,47,83126
26494,3,AV,GENERAL CARMILLE,,Appartement,3,63,83126
26495,425,AV,DE LA GRANDE MAISON,D,Appartement,1,22,83126
26496,223,RUE,HECTOR BERLIOZ,,Appartement,3,53,83126
26497,305,CHE,DES FERRAGES,J,Appartement,4,110,83130
26498,809,AV,JOSEPH LOUIS ORTOLAN,,Appartement,4,121,83137
26499,19,RUE,ALEXANDRE VOLTA,,Appartement,4,60,83137
26500,9003,RUE,LAMARTINE,,Appartement,3,57,83137
26501,476,AV,ARISTIDE BRIAND,,Appartement,1,37,83137
26502,200,CHE,DE PLAISANCE,,Appartement,3,74,83137
26503,14,AV,DE LA MER,B,Appartement,2,42,83153
26504,17,PL,DU PALAIS,,Appartement,3,110,84007
26505,5373,,LE CHAMBAUD,,Appartement,2,41,84009
26506,58,RUE,DU MARCASSIN,,Maison,4,78,84035
26507,1,RUE,PASTEUR,,Appartement,2,55,84054
26508,5,SQ,MARGUERITE DUVEAU,,Maison,1,28,85047
26509,5,RUE,DU PRESID DE GAULLE,,Appartement,1,18,85128
26510,46,RUE,DE LA FAISANDERIE,,Appartement,2,30,85191
26511,9002,RES,LE CORMORAN MERLIN OCEAN,,Appartement,2,35,85226
26512,34,AV,L. REGNIER DE LA PLANCHE,,Maison,2,19,85226
26513,5,IMP,DE LA SABOTERIE,,Appartement,4,64,86041
26514,20,RUE,ELIE BERTHET,,Appartement,1,43,87085
26515,15,RUE,GEORGES BELJEAN,,Appartement,2,42,87085
26516,4,RUE,DE LA MAIX,,Appartement,2,60,88160
26517,4,RUE,DE LA MAIX,,Appartement,2,60,88160
26518,61,RUE,DES MELEZES,,Maison,4,140,88178
26519,41,BD,KELSCH,,Appartement,4,99,88196
26520,5,AV,JULIEN MELINE,,Appartement,3,60,88383
26521,5,RUE,MARCELIN BERTHELOT,,Appartement,4,91,89024
26522,8,RUE,JACQUES BREL,,Maison,3,67,89102
26523,29,,GRANDE RUE,,Appartement,1,15,89267
